build_bytes, build_time_ms, checked_result, gpu_resident_bytes, i_key_range, i_key_size, i_log_build_size, i_log_key_range_factor, i_log_num_batches, i_log_probe_size, i_log_range_query_size, i_runs, i_sort_insert, i_sort_probe,       i_type, i_value_size, probe_time_ms, sort_time_ms
  675355135,         3.890,              1,          268435456,   134217728,         32,               25,                      2,                 0,               27,                      2,      5,             0,            1, sorted_array,           32,        12.338,       14.623
  675355135,         3.887,              1,          268435456,   536870912,         32,               25,                      4,                 0,               27,                      2,      5,             0,            1, sorted_array,           32,        11.392,       14.614
  675355135,         3.891,              1,          268435456,  2147483648,         32,               25,                      6,                 0,               27,                      2,      5,             0,            1, sorted_array,           32,        10.531,       14.629
  675355135,         3.672,              1,          268435456,    33554432,         32,               25,                      0,                 0,               27,                      4,      5,             0,            0, sorted_array,           32,      1193.663,        0.000
  675355135,         3.679,              1,          268435456,   134217728,         32,               25,                      2,                 0,               27,                      4,      5,             0,            0, sorted_array,           32,       459.799,        0.000
  675355135,         3.675,              1,          268435456,   536870912,         32,               25,                      4,                 0,               27,                      4,      5,             0,            0, sorted_array,           32,       289.034,        0.000
  675355135,         3.681,              1,          268435456,  2147483648,         32,               25,                      6,                 0,               27,                      4,      5,             0,            0, sorted_array,           32,       244.039,        0.000
  675355135,         3.885,              1,          268435456,    33554432,         32,               25,                      0,                 0,               27,                      4,      5,             0,            1, sorted_array,           32,        15.556,       14.599
  675355135,         3.886,              1,          268435456,   134217728,         32,               25,                      2,                 0,               27,                      4,      5,             0,            1, sorted_array,           32,        13.207,       14.612
  675355135,         3.886,              1,          268435456,   536870912,         32,               25,                      4,                 0,               27,                      4,      5,             0,            1, sorted_array,           32,        12.681,       14.611
  675355135,         3.894,              1,          268435456,  2147483648,         32,               25,                      6,                 0,               27,                      4,      5,             0,            1, sorted_array,           32,        11.411,       14.645
  675355135,         3.675,              1,          268435456,    33554432,         32,               25,                      0,                 0,               27,                      6,      5,             0,            0, sorted_array,           32,      3993.907,        0.000
  675355135,         3.676,              1,          268435456,   134217728,         32,               25,                      2,                 0,               27,                      6,      5,             0,            0, sorted_array,           32,      1165.411,        0.000
  675355135,         3.677,              1,          268435456,   536870912,         32,               25,                      4,                 0,               27,                      6,      5,             0,            0, sorted_array,           32,       458.539,        0.000
  675355135,         3.680,              1,          268435456,  2147483648,         32,               25,                      6,                 0,               27,                      6,      5,             0,            0, sorted_array,           32,       289.208,        0.000
  675355135,         3.884,              1,          268435456,    33554432,         32,               25,                      0,                 0,               27,                      6,      5,             0,            1, sorted_array,           32,        32.335,       14.604
  675355135,         3.889,              1,          268435456,   134217728,         32,               25,                      2,                 0,               27,                      6,      5,             0,            1, sorted_array,           32,        15.923,       14.619
  675355135,         3.886,              1,          268435456,   536870912,         32,               25,                      4,                 0,               27,                      6,      5,             0,            1, sorted_array,           32,        13.389,       14.623
  675355135,         3.891,              1,          268435456,  2147483648,         32,               25,                      6,                 0,               27,                      6,      5,             0,            1, sorted_array,           32,        12.696,       14.633
  675355135,         3.673,              1,          268435456,    33554432,         32,               25,                      0,                 0,               27,                      8,      5,             0,            0, sorted_array,           32,     15127.049,        0.000
  675355135,         3.677,              1,          268435456,   134217728,         32,               25,                      2,                 0,               27,                      8,      5,             0,            0, sorted_array,           32,      3943.672,        0.000
  675355135,         3.678,              1,          268435456,   536870912,         32,               25,                      4,                 0,               27,                      8,      5,             0,            0, sorted_array,           32,      1159.518,        0.000
